text,label
"Я не знаю що робити, мене несправедливо відрахували, будь ласка допоможіть, дякую",0
Комендант не дозволяє залишати ноутбук у кімнаті на канікулах — це законно?,0
АГАГАГА АГАГАГА,1
бла бла бла нікому не потрібно бла бла,1
О котрій відчиняється бібліотека?,0
"У їдальні закінчуються страви о 12:00, більшість студентів залишаються без обіду!",0
просто так написав без причини,1
Прошу розглянути: студентів виселяють з гуртожитку без попередження,0
"я вам покажу де раки зимують, дебіли!!!",1
Прошу розглянути скаргу: викладач з програмування вимагає гроші за здачу заліку,0
"де подати заяву на підвищену стипендію?, дякую",0
фбкичштк,1
ла-ла-ла!,1
не знаю що написати але пишу,1
Комендант гуртожитку грубить студентам і погрожує виселенням без підстав,0
"На парі з правознавства викладач обговорює особисте життя студентів, дякую",0
Тупари плюс жлоби плюс бездари...,1
е е е НУ ОК ОК ОК НУ,1
"Розумію що у вас багато звернень, але моя ситуація дійсно потребує допомоги",0
"Наш викладач спізнюється на кожну пару мінімум на 15 хвилин, прошу допомогти",0
абвгдеєжзиіїйклмнопрстуфхцчшщьюя,1
!!!!!!!!!!!!!!!!!!!!??,1
ну ну нічого цікавого просто написав щоб написати,1
"Я не можу зосередитися на навчанні через умови в гуртожитку, прошу допомогти",0
АААААААААААААААААА!!??,1
Тупі і ще тупари і ще провалюйтесь і ще бездари...,1
"У кімнаті зламані меблі, вже місяць просимо замінити — нічого не робиться!",0
Бездари та бовдури та бездарності та тупари!!,1
"У душовій гуртожитку зламані замки, прошу відремонтувати",0
Скільки пропусків допускається до заліку?,0
Прошу розглянути скаргу на упереджене ставлення викладача до нашої групи,0
"Підкажіть, хто відповідає за розклад іспитів?",0
"Прошу не ігнорувати мою скаргу, я вже зверталась до куратора і нічого не змінилось!",0
"це вам так не зійде, бездари!",1
не знаю що написати але пишу,1
адміністрація не реагує на колективне звернення нашої групи!,0
Викладач з математики пояснює тему лише один раз і відмовляється повторювати,0
"Мене не внесли до списку на отримання матеріальної допомоги, хоча маю право, дякую",0
"Деканат вимагає документи, яких немає в переліку вступних вимог",0
ну йоу йоу ну,1
"прошу допомогти: у розкладі помилка, нас відправили в неіснуючу аудиторію",0
ГА ГА ГА ГА ГА ГА ГА ГА,1
"Прошу пояснити, чому мені не нарахували стипендію цього місяця",0
"мені дуже важко, викладач постійно мене виділяє і принижує перед групою!",0
Хочу записатися на прийом до ректора,0
"я знаю всіх вас, будьте готові до наслідків!!!",1
ну ну ААВВВГГГДДД,1
".,??.,.??",1
"Прошу розглянути скаргу на упереджене ставлення викладача до нашої групи, дякую",0
"Викладач грубить студентам, які задають запитання під час лекції",0
Жлоби та бездари та провалюйтесь!,1
О котрій відчиняється бібліотека?,0
Е-Е-Е!!!!,1
я знайду на вас управу! ненавиджу тут все!,1
"добрий день, підкажіть розклад на цей тиждень",0
ОТ Е-Е-Е ОТ!!??,1
Прошу пояснити порядок відновлення після академічної відпустки,0
прошу розглянути питання щодо неправомірного стягнення плати за навчання,0
Як дізнатися свій номер студентського квитка?,0
Викладач не відповідає на запитання студентів і одразу знижує оцінку за незнання,0
Викладач постійно скасовує пари без попередження і не відпрацьовує їх,0
Хочу подати скаргу: викладач з хімії принижує студентів перед аудиторією,0
Чи є можливість перевестися на заочну форму навчання?,0
Я РОЗБЕРУСЯ З ВАМИ! НЕНАВИДЖУ ЦЕЙ КОЛЕДЖ!,1
Олухи плюс лузери плюс покидьки плюс дебіли...,1
Бовдури — я напишу скрізь про вас,1
"деканат відмовляється приймати заяву про зміну форми навчання, будь ласка",0
"Прошу допомогти: у розкладі помилка, нас відправили в неіснуючу аудиторію",0
"Наш куратор ігнорує запитання на парах і говорить «самі розбирайтеся», прошу допомогти",0
На парі з правознавства викладач обговорює особисте життя студентів!,0
просто перевіряю чи працює цей бот,1
"я вам покажу де раки зимують, дебіли",1
Адміністрація не відповідає на звернення щодо переведення на іншу спеціальність,0
Наш викладач спізнюється на кожну пару мінімум на 15 хвилин,0
"Підкажіть, як подати заяву на перескладання іспиту з вищої математики?",0
ЦУВЄҐЇЦМБЛНМН,1
коли будуть відомі дати сесії на наступний семестр?,0
Прошу вирішити: в гуртожитку немає гарячої води вже 10 днів,0
е ну і що тупняки е ну і що,1
У туалеті на другому поверсі не працює вентиляція вже два тижні,0
"Мені дуже важко, викладач постійно мене виділяє і принижує перед групою",0
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно, дякую",0
Прошу перевірити умови проживання в кімнаті 214 — там є плісень на стінах,0
Яка процедура переведення з однієї групи до іншої?!,0
"Це вже третє звернення, ніхто не реагує на проблему в гуртожитку",0
"Деканат вимагає документи, яких немає в переліку вступних вимог, дякую",0
"Викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо",0
У гуртожитку відсутнє освітлення на третьому поверсі,0
"Деканат вимагає документи, яких немає в переліку вступних вимог",0
"БІЛЬШЕ НЕ ПРИЙДУ, ВИ ЩЕ МЕНЕ ЗАПАМ'ЯТАЄТЕ!",1
ну хахаха ну,1
от хей хей от,1
"Де можна отримати студентський квиток?, будь ласка",0
я вам покажу! жах жахливий!,1
"чи є можливість перевестися на заочну форму навчання?, прошу допомогти",0
ґщалхе гщ аґшюк рпїїв еєґше,1
Деканат відмовляється приймати заяву про зміну форми навчання,0
Чи можу я самостійно обрати тему дипломної роботи?,0
Незграби та покидьки та недоумки та дебіли! Ось так.,1
"Сусіди в гуртожитку систематично шумлять вночі, заважають відпочивати",0
прошу встановити більше розеток в аудиторії 210 для заряджання ноутбуків,0
Прошу перевірити умови проживання в кімнаті 214 — там є плісень на стінах,0
"Підкажіть, чи є можливість складати іспити достроково?",0
Дурні та придурки та покидьки!!...,1
Це несправедливо і я хочу щоб хтось нарешті розібрався з цим!,0
Чи надається знижка на проїзд для студентів денної форми навчання?,0
Прошу розглянути скаргу: викладач з програмування вимагає гроші за здачу заліку,0
Викладач не відповідає на запитання студентів і одразу знижує оцінку за незнання,0
ХЕЛЛО ВОРЛД ЦЕ ТЕСТ ПОВІДОМЛЕННЯ,1
"Прошу розглянути: студентів виселяють з гуртожитку без попередження, дякую!",0
МІЙ КІТ ЗРОБИВ ЩОСЬ СМІШНЕ ВЧОРА...,1
"я знайду на вас управу, тупі бюрократи???",1
викладач з іноземної мови вимагає дорогі підручники тільки від конкретного видавництва,0
Прошу розібрати ситуацію: викладач не зараховує лабораторні без пояснення причини,0
коли буде наступна нарада студентського самоврядування?,0
ну е-е-е ну,1
йґчх еє ап чхбшйз ппшїь тундьч,1
ІДІОТИ ПЛЮС КРЕТИНИ...,1
Де можна роздрукувати матеріали до захисту курсової?,0
"Прошу не ігнорувати мою скаргу, я вже зверталась до куратора і нічого не змінилось",0
ААААА ВСЕ НАБРИДЛО ІДІОТИ!!!,1
"готуйтесь, я не такий як всі студенти???",1
У навчальному корпусі дуже холодно взимку — система опалення не справляється,0
"Деканат відмовляється приймати заяву про зміну форми навчання, дякую",0
бла бла бла і все,1
да-да-да,1
Викладач з математики пояснює тему лише один раз і відмовляється повторювати,0
Де подати заяву на підвищену стипендію?,0
Комендант гуртожитку грубить студентам і погрожує виселенням без підстав,0
"Прошу замінити лампи в коридорі другого поверху, там темно",0
"ви про це пожалкуєте, ідіоти!",1
Бездари і ще ідіоти і ще кретини! Зрозуміли?,1
"Я не можу зосередитися на навчанні через умови в гуртожитку, прошу допомогти",0
ячвр аойз чойжж,1
У гуртожитку відсутнє освітлення на третьому поверсі,0
ДУРНІ — Я ВАМ ПОКАЖУ,1
Коли будуть відомі дати сесії на наступний семестр?,0
адміністрація не відповідає на звернення щодо переведення на іншу спеціальність,0
"Я НАПИШУ НА ВАС СКРІЗЬ, ВИ ЩЕ ПОЖАЛКУЄТЕ",1
Де здають документи для оформлення стипендії?,0
Викладач з іноземної мови вимагає дорогі підручники тільки від конкретного видавництва,0
жвухж дь лашц ечсьз аплп мєирк їь,1
"це несправедливо і я хочу щоб хтось нарешті розібрався з цим, будь ласка",0
Лузери — я напишу скрізь про вас...,1
Адміністрація не відповідає на звернення щодо переведення на іншу спеціальність,0
"Викладач з інформатики не пояснює матеріал, просто читає з книги вголос",0
"Я не можу зосередитися на навчанні через умови в гуртожитку, прошу допомогти",0
ок ок ок ок ок ок,1
самі дурні навчають дурних,1
"Вибачте що турбую, але не знаю до кого ще звернутися з цим питанням",0
Нікчеми і безмозкі...,1
ІДІОТИ І ДЕБІЛИ І ЖЛОБИ І БОВДУРИ!!,1
е е е це взагалі щось читає чи ні???,1
хочу записатися на прийом до ректора,0
Скільки пропусків допускається до заліку?,0
ну ну Придурки і безмозкі і бездарності!!,1
прошу перевірити умови проживання в кімнаті 214 — там є плісень на стінах,0
"Ліфт у гуртожитку не працює вже два тижні, незручно студентам з інвалідністю",0
"жах жахливий, я напишу скрізь про вас!",1
У туалеті на другому поверсі не працює вентиляція вже два тижні,0
"мені соромно, але я мушу поскаржитися на поведінку одногрупників",0
комендант гуртожитку грубить студентам і погрожує виселенням без підстав,0
хей хей!!!??,1
НІЧОГО НІЧОГО НІЧОГО НІЧОГО,1
ок ок ок!,1
ого-го!,1
Хочу подати скаргу: викладач з хімії принижує студентів перед аудиторією,0
"прошу оновити програмне забезпечення в комп'ютерному класі, воно застаріле",0
Хочу поскаржитись на неправомірне відрахування зі списку студентів,0
!!!???!!!??????,1
test test test,1
ну ну Тупі а також лузери а також придурки...,1
Викладач з математики пояснює тему лише один раз і відмовляється повторювати,0
"е е е ВСІ ВИ ПРИДУРКИ, Я НАПИШУ СКРІЗЬ ПРО ВАС",1
Прошу розглянути питання щодо неправомірного стягнення плати за навчання,0
Як дізнатися свій номер студентського квитка?,0
"Викладач грубить студентам, які задають запитання під час лекції",0
Скільки пропусків допускається до заліку?,0
"у комп'ютерному класі не працює половина комп'ютерів, неможливо виконувати лабораторні",0
плювати я хотів на цей коледж...,1
Безмозкі і ще тупі! Ось так....,1
чи можна отримати копію залікової книжки?,0
ну ну всі ви однакові! Лузери!,1
О котрій відчиняється бібліотека?!,0
ну ну йоу йоу,1
їцсжсвікджхрїищлрсєошзм???,1
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно",0
ну ну !!!???!!!???,1
"У бібліотеці немає потрібного підручника з бухгалтерського обліку, коли він надійде?",0
е е е ез тцшзяу ид рйлб щсржд фіц йухь...,1
Е-Е-Е!,1
зї!ює1т4зґжф,1
"Я НАПИШУ СКРІЗЬ ПРО ВАС, БЕЗДАРНОСТІ!",1
"хочу щоб все горіло, ви дочекаєтесь!...",1
ну ну уууу і все,1
е е е БЕЗДАРНОСТІ ТА ПРИДУРКИ ТА НІКЧЕМИ! ВСЕ!,1
"Викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо",0
"Сусіди в гуртожитку систематично шумлять вночі, заважають відпочивати",0
Як зв'язатися з деканом?!,0
"готуйтесь, я не такий як всі студенти!!??",1
Адміністрація не надає інформацію про графік перескладання,0
ок ок ок ок ок ок ок ок ок???,1
"Прошу допомогти: у розкладі помилка, нас відправили в неіснуючу аудиторію",0
"я знайду на вас управу, покидьки!!!??",1
У туалеті на другому поверсі не працює вентиляція вже два тижні,0
Коли будуть відомі дати сесії на наступний семестр?,0
Коли будуть відомі дати сесії на наступний семестр?,0
"Добрий день, підкажіть розклад на цей тиждень",0
"Мене не внесли до списку на отримання матеріальної допомоги, хоча маю право",0
"Коли будуть відомі дати сесії на наступний семестр?, дякую",0
Підкажіть номер телефону медпункту,0
"Деканат не видає довідку про навчання вже два тижні, постійно відмовляють",0
викладач з математики пояснює тему лише один раз і відмовляється повторювати,0
де знайти шаблон заяви на академічну відпустку?,0
"мені соромно, але я мушу поскаржитися на поведінку одногрупників",0
хахаха дебіли управляють коледжем хаха!!!,1
"Wi-Fi у бібліотеці працює дуже повільно, неможливо користуватися навчальними ресурсами",0
Адміністрація не відповідає на звернення щодо переведення на іншу спеціальність,0
"У кімнаті зламані меблі, вже місяць просимо замінити — нічого не робиться",0
"Це вже третє звернення, ніхто не реагує на проблему в гуртожитку",0
Тупі плюс тупари...???,1
Покидьки плюс недоумки плюс жлоби плюс дебіли!!,1
ну ну НУ ЕЕЕЕЄ НУ,1
пннґю кнт сїяфм аитоу,1
Принтер у студентському центрі не працює вже третій день,0
"Я розчарований ставленням адміністрації до студентів, хочу подати офіційну скаргу",0
"Прошу допомогти: у розкладі помилка, нас відправили в неіснуючу аудиторію, прошу допомогти!",0
"Прошу поставитися до мого звернення серйозно, мені справді потрібна допомога",0
"СЕИД:8,-2Б2И:",1
"Це вже третє звернення, ніхто не реагує на проблему в гуртожитку",0
ну ну ну ну ну ну,1
ну ну ну!,1
тра-ля-ля і все,1
"Прошу поставитися до мого звернення серйозно, мені справді потрібна допомога!",0
Хочу поскаржитись на неправомірне відрахування зі списку студентів!,0
лузери і невдахи всі тут,1
нічого нічого нічого нічого,1
ого-го,1
ну ну п6кбю?.неш338црнц:фзя6ю?їте,1
е е е хочу подивитися як ви мене відрахуєте ха,1
е е е НУ ДА-ДА-ДА НУ!!!,1
Адміністрація не реагує на колективне звернення нашої групи,0
"Наш викладач спізнюється на кожну пару мінімум на 15 хвилин, будь ласка",0
Чи можу я самостійно обрати тему дипломної роботи?,0
"е е е ґ9м?1ьжітущясхмексн8,7юпех1с8!!??",1
у навчальному корпусі дуже холодно взимку — система опалення не справляється,0
"деканат вимагає документи, яких немає в переліку вступних вимог, прошу допомогти",0
"Де можна отримати довідку про місце навчання для соціальних служб?, дякую",0
де можна отримати довідку про місце навчання для соціальних служб?,0
"у нашій кімнаті в гуртожитку тече дах, комендант ігнорує звернення",0
"Прошу замінити лампи в коридорі другого поверху, там темно",0
Коли будуть відомі дати сесії на наступний семестр?,0
Де можна отримати студентський квиток?,0
коли буде наступна нарада студентського самоврядування?,0
"Яка процедура поновлення після відрахування?, будь ласка",0
"Прошу пояснити, чому мені не нарахували стипендію цього місяця",0
"мене не внесли до списку на отримання матеріальної допомоги, хоча маю право!",0
Адміністрація не реагує на колективне звернення нашої групи,0
"Прошу пояснити, за якою підставою з мене стягують додаткову плату за гуртожиток",0
ну ну лїлр  лїлр  лїлр  лїлр  лїлр,1
"Підкажіть, як подати заяву на перескладання іспиту з вищої математики?",0
На парі з правознавства викладач обговорює особисте життя студентів,0
ОГО-ГО ЯКІ ТУПІ ОГО-ГО!,1
Де можна роздрукувати матеріали до захисту курсової?,0
"е е е НЕНАВИДЖУ ТУТ ВСЕ, Я РОЗБЕРУСЯ З ВАМИ!",1
ну ну а що ти мені зробиш а,1
ТУПІ ПЛЮС БЕЗДАРНОСТІ! ВСЕ!,1
НЕНАВИДЖУ ЦЕЙ КОЛЕДЖ! КРЕТИНИ!,1
ндґца єфєиь хжавж лє,1
ТРА-ЛЯ-ЛЯ,1
"Прошу замінити лампи в коридорі другого поверху, там темно, прошу допомогти",0
от бла бла бла от,1
"Прошу поставитися до мого звернення серйозно, мені справді потрібна допомога, дякую",0
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно!",0
"Я дуже засмучений ситуацією з викладачем, прошу допомогти розібратися",0
це несправедливо і я хочу щоб хтось нарешті розібрався з цим,0
Хочу поскаржитись на неправомірне відрахування зі списку студентів,0
Хочу подати скаргу: викладач з хімії принижує студентів перед аудиторією,0
У туалеті на другому поверсі не працює вентиляція вже два тижні,0
їїїїїїїїїїїї...,1
це несправедливо і я хочу щоб хтось нарешті розібрався з цим,0
Як зв'язатися з деканом?,0
"ДОЧЕКАЄТЕСЬ ВІД МЕНЕ, ЩЕ ПОБАЧИТЕ...",1
Куратор не підписує обхідний лист вже третій тиждень без жодних причин,0
МДЯЯСЧХМЙ,1
ну ну більше не прийду! Провалюйтесь!,1
"Мені соромно, але я мушу поскаржитися на поведінку одногрупників",0
"Розумію що у вас багато звернень, але моя ситуація дійсно потребує допомоги",0
ну і що ну і що ну і що!,1
Комендант гуртожитку грубить студентам і погрожує виселенням без підстав,0
"Викладач з економіки не пускає на іспит без особистого підпису куратора, якого немає, будь ласка",0
"Прошу пояснити, за якою підставою з мене стягують додаткову плату за гуртожиток",0
Яка процедура переведення з однієї групи до іншої?,0
аавввгггддд!!??,1
"Де можна роздрукувати матеріали до захисту курсової?, будь ласка",0
"Підкажіть номер телефону медпункту, будь ласка!",0
"Викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо!",0
ТУПАРИ — Я РОЗБЕРУСЯ З ВАМИ,1
Прошу розібрати ситуацію: викладач не зараховує лабораторні без пояснення причини,0
ви ще почуєте про мене! жах жахливий!!,1
"У 301 аудиторії не працює проєктор, викладач не може показувати матеріал",0
"Я НАПИШУ СКРІЗЬ ПРО ВАС, БЕЗДАРНОСТІ!",1
Прошу перевірити ситуацію: викладач виставив оцінку без проведення іспиту,0
ВАШІ ПРАВИЛА ДЛЯ ЛОХІВ А НЕ ДЛЯ МЕНЕ,1
е е е .....................,1
"ось побачите що буде, кретини!",1
Прошу розглянути скаргу на незаконне заселення сторонніх у гуртожиток,0
"викладач грубить студентам, які задають запитання під час лекції!",0
"ось побачите що я зроблю, запам'ятаєте мене!!??",1
ааааа все набридло ідіоти!!??,1
"Сусіди в гуртожитку систематично шумлять вночі, заважають відпочивати",0
Чи можна отримати копію залікової книжки?,0
от хахаха от,1
Де можна роздрукувати матеріали до захисту курсової?,0
комендант гуртожитку грубить студентам і погрожує виселенням без підстав,0
ви дочекаєтесь! всі ви однакові!...,1
"Викладач з економіки не пускає на іспит без особистого підпису куратора, якого немає, будь ласка",0
Хочу оскаржити оцінку на іспиті — вважаю що перевірка була несправедливою!,0
Де здають документи для оформлення стипендії?,0
"Що робити, якщо пропустив іспит через хворобу?",0
"На парі з правознавства викладач обговорює особисте життя студентів, будь ласка",0
"прошу замінити лампи в коридорі другого поверху, там темно",0
Т3ЗБЦДХТ1ДЗ5Ж,1
"У 301 аудиторії не працює проєктор, викладач не може показувати матеріал",0
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно, прошу допомогти",0
"ВСІ ВИ БОВДУРИ, Я РОЗБЕРУСЯ З ВАМИ",1
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно",0
"підкажіть, хто відповідає за розклад іспитів?",0
Адміністрація не надає інформацію про графік перескладання,0
у гуртожитку відсутнє освітлення на третьому поверсі,0
"Прошу оновити програмне забезпечення в комп'ютерному класі, воно застаріле",0
хочу поскаржитись на викладача з математики — він постійно запізнюється на 20-30 хвилин,0
Підкажіть номер телефону медпункту,0
"У 301 аудиторії не працює проєктор, викладач не може показувати матеріал",0
БЕЗМОЗКІ І ЩЕ ТУПНЯКИ І ЩЕ ДЕБІЛИ І ЩЕ ТУПАРИ!!!??,1
Викладач не відповідає на запитання студентів і одразу знижує оцінку за незнання,0
Як зв'язатися з деканом?,0
прошу розібрати ситуацію: викладач не зараховує лабораторні без пояснення причини!,0
"я не знаю що робити, мене несправедливо відрахували, будь ласка допоможіть",0
Чи можна отримати копію залікової книжки?,0
спробуйте тільки щось зробити побачите,1
е е е Покидьки плюс провалюйтесь! Зрозуміли?,1
НУ І ЩО НУ І ЩО НУ І ЩО,1
"Ліфт у гуртожитку не працює вже два тижні, незручно студентам з інвалідністю",0
"Прошу замінити лампи в коридорі другого поверху, там темно",0
оооооооооооооооо???,1
"Коли буде наступна нарада студентського самоврядування?, прошу допомогти",0
Адміністрація не відповідає на звернення щодо переведення на іншу спеціальність,0
е е е гей гей гей гей гей гей гей,1
чи можна отримати копію залікової книжки?,0
"!!!???,!!!???,!.!?",1
Наш куратор ігнорує запитання на парах і говорить «самі розбирайтеся»,0
"Прошу пояснити, за якою підставою з мене стягують додаткову плату за гуртожиток",0
як оформити академічну відпустку за станом здоров'я?!,0
"готуйтесь, я не такий як всі студенти!!!",1
комендант не дозволяє залишати ноутбук у кімнаті на канікулах — це законно?,0
"Прошу не ігнорувати мою скаргу, я вже зверталась до куратора і нічого не змінилось",0
"я вам покажу, бездарності!???",1
ну ну Кретини плюс нікчеми!???,1
"у бібліотеці немає потрібного підручника з бухгалтерського обліку, коли він надійде?",0
"Що робити, якщо пропустив іспит через хворобу?",0
123456789 абвгдеєжз!!??,1
"Куратор не підписує обхідний лист вже третій тиждень без жодних причин, прошу допомогти",0
Це несправедливо і я хочу щоб хтось нарешті розібрався з цим!,0
!!!???!!!???,1
"Прошу оновити програмне забезпечення в комп'ютерному класі, воно застаріле!",0
Бездарності і ще йдіть! Зрозуміли?,1
"Прошу пояснити, за якою підставою з мене стягують додаткову плату за гуртожиток",0
Прошу розібрати ситуацію: викладач не зараховує лабораторні без пояснення причини,0
БІЛЬШЕ НЕ ПРИЙДУ! БЕЗДАРНОСТІ!,1
Адміністрація не надає інформацію про графік перескладання,0
"Прошу поставитися до мого звернення серйозно, мені справді потрібна допомога",0
Адміністрація не реагує на колективне звернення нашої групи,0
"Wi-Fi у бібліотеці працює дуже повільно, неможливо користуватися навчальними ресурсами!",0
"мене не внесли до списку на отримання матеріальної допомоги, хоча маю право",0
е е е ЙОУ ЙОУ ЙОУ ЙОУ,1
Наш куратор ігнорує запитання на парах і говорить «самі розбирайтеся»,0
Я ВАМ ПОКАЖУ! ПЛЮВАТИ Я ХОТІВ!...,1
е е е Безмозкі плюс провалюйтесь плюс йдіть плюс придурки...,1
Мені відмовляють у академічній відпустці без пояснення підстав,0
"Це вже третє звернення, ніхто не реагує на проблему в гуртожитку",0
Прошу розглянути: студентів виселяють з гуртожитку без попередження,0
"найгірше місце, я не залишу це просто так!",1
"Я не можу зосередитися на навчанні через умови в гуртожитку, прошу допомогти",0
"ну ну все це лайно, ви ще мене запам'ятаєте!!!??",1
У навчальному корпусі дуже холодно взимку — система опалення не справляється,0
я вже кілька разів намагався вирішити це питання і щоразу мене відправляють далі,0
де можна отримати студентський квиток?,0
дчпж  дчпж  дчпж  дчпж,1
е е е нікчеми ви всі без винятку,1
"Ліфт у гуртожитку не працює вже два тижні, незручно студентам з інвалідністю",0
улідиооаіїчкобмдідву,1
"ВСІ ВИ БЕЗДАРНОСТІ, Я РОЗБЕРУСЯ З ВАМИ",1
"Як дізнатися результати іспиту, якщо їх досі не виставили в журнал?, будь ласка",0
це несправедливо і я хочу щоб хтось нарешті розібрався з цим,0
"викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо",0
Хочу оскаржити оцінку на іспиті — вважаю що перевірка була несправедливою,0
Як оскаржити оцінку з іспиту офіційно?,0
"Скарга: у гуртожитку вже тиждень не працює опалення, дуже холодно",0
Йдіть а також дурні а також незграби! Все!,1
Як оформити академічну відпустку за станом здоров'я?,0
"Лектор читає лекції зі старих слайдів 2010 року, матеріал застарілий",0
"у кімнаті зламані меблі, вже місяць просимо замінити — нічого не робиться!",0
ну ну ок ок ок!...,1
викладач з математики пояснює тему лише один раз і відмовляється повторювати,0
як можна отримати рекомендаційний лист від викладача?,0
"Прошу пояснити, за якою підставою з мене стягують додаткову плату за гуртожиток",0
БЕЗДАРИ ТА НЕДОУМКИ ТА ДУРНІ! ОСЬ ТАК.,1
де знаходиться студентська профспілка і як вона може допомогти?,0
"не знаю чи правильно пишу сюди, але хочу поскаржитися на умови навчання",0
Скільки пропусків допускається до заліку?,0
Яка процедура поновлення після відрахування?,0
"я розчарований ставленням адміністрації до студентів, хочу подати офіційну скаргу",0
Йдіть а також покидьки а також бездарності!!!!!,1
Хочу поскаржитись на неправомірне відрахування зі списку студентів,0
е е е абвгдеєжзиіїйклмнопрстуфхцчшщьюя!,1
ЕСУМЗФ ЩИ ФБЗ ОЧУН ЩЩЗВТ ШЕ!,1
"мені дуже важко, викладач постійно мене виділяє і принижує перед групою",0
"хочу дізнатися, де знаходиться 305 аудиторія, прошу допомогти",0
"ну ну всі ви олухи, вам це так не мине!!!",1
Коли починається запис на курсові роботи цього семестру?,0
О котрій відчиняється бібліотека?,0
",!!???...",1
ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ ЕЙ,1
де знаходиться студентська профспілка і як вона може допомогти?,0
ну ну НІКЧЕМИ ВИ ВСІ БЕЗ ВИНЯТКУ...,1
а що ти мені зробиш а,1
"Прошу замінити лампи в коридорі другого поверху, там темно!",0
"ОСЬ ПОБАЧИТЕ ЩО БУДЕ, ПРИДУРКИ!",1
"!?!?.!!,!.,.???..?.",1
е е е просто так написав без причини,1
",ь8яфїа-5гашдзґгз.нзїо!оюй!гт;",1
",.?!?,.?,!??,?!!!??",1
прошу встановити більше розеток в аудиторії 210 для заряджання ноутбуків,0
"сусіди в гуртожитку систематично шумлять вночі, заважають відпочивати",0
"Не знаю чи правильно пишу сюди, але хочу поскаржитися на умови навчання, прошу допомогти",0
"е е е це просто смішно як погано, ви про це пожалкуєте!",1
ну ну не знаю що написати але пишу,1
Прошу встановити більше розеток в аудиторії 210 для заряджання ноутбуків,0
я напишу скрізь про вас! все це лайно!,1
"Мені не виписали студентський квиток, хоча навчаюсь вже три місяці, дякую",0
"прошу встановити більше розеток в аудиторії 210 для заряджання ноутбуків, прошу допомогти",0
test test test,1
ОТ Е-Е-Е ОТ!,1
"Хочу поскаржитись на викладача з математики — він постійно запізнюється на 20-30 хвилин, прошу допомогти",0
ну ну ну ок ок ок ну,1
У навчальному корпусі дуже холодно взимку — система опалення не справляється,0
НУ ДА-ДА-ДА НУ,1
ХТО ГРАЄ У ФУТБОЛ СЬОГОДНІ ВВЕЧЕРІ,1
Хочу оскаржити оцінку на іспиті — вважаю що перевірка була несправедливою,0
Олухи і нікчеми і бездари! Все!,1
мені відмовляють у академічній відпустці без пояснення підстав,0
"Прошу допомогти: у розкладі помилка, нас відправили в неіснуючу аудиторію",0
"Викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо",0
ЇЇЇЇЇЇЇЇЇЇЇЇ,1
Прошу перевірити ситуацію: викладач виставив оцінку без проведення іспиту,0
Куратор не підписує обхідний лист вже третій тиждень без жодних причин,0
Чи можна отримати копію залікової книжки?,0
"Викладач з фізики ставить незадовільні оцінки без пояснень, це несправедливо!",0
ну ну ну,1
"Деканат не видає довідку про навчання вже два тижні, постійно відмовляють, прошу допомогти",0
"Прошу відремонтувати парти в аудиторії 305, частина з них зламана, дякую",0
