text,label
"Я вважаю, що вже тиждень не можу отримати довідку в аудиторії. гівно собаче!",2
Хто взагалі придумав цей особистий кабінет? Це ж це якийсь пиздець.,2
"Ей, Оцінка з економіки вже є. Дуже дякую!",0
"Я обожнюю, як швидко все зробили в читальному залі. Респект вам.",0
"Загалом, ця пара з охорони праці була просто пушка.",0
Було б добре перенести пару з БД в понеділок.,1
Оцінка по практиці вже є. Дуже дякую!,0
"Дякую, що допомогли уточнити направлення. Все працює, дякую.",0
Чому знову сервер лежить? Це неприпустимо.,2
"Привіт. ЕДЕБО зараз працює зрозуміло, супер!",0
А заввідділенням з історії буде на великій перерві?,1
Добрий день. Скільки ще чекати на обхідний лист в гуртожитку? Це лютий крінж.,2
"Чесно кажучи, мені здається, що новий wifi в універі — це топ.",0
А лаборант з історії буде після обіду?,1
Я просто мені дуже подобається пари з архітектури ПК!,0
Де шукати заввідділенням на вихідних?,1
Було б добре перенести пару з історії в кінці місяця.,1
Доброго вечора! Чи буде сьогодні працювати Google Classroom?,1
Вітаю. Як знайти когось в бібліотеці в кінці місяця?,1
Привіт. Чому зі мною так розмовляли в їдальні? Що за херня відбувається?,2
"Чесно кажучи, наш куратор по диплому — просто кайф.",0
"Мені здається, що вже тиждень не можу отримати обхідний лист в їдальні. просто жах!",2
Коли буде пара з комп'ютерних мереж на вихідних?,1
"Добрий. Треба перевірити заяву, підкажіть куди йти.",1
"Привіт. Треба отримати звіт по практиці, підкажіть куди йти.",1
"Як на мене, наш куратор з веб-розробки — дуже круто.",0
Розклад на першій парі складений просто гівно собаче.,2
"Чесно кажучи, ремонт в їдальні зробили якісно, стало набагато краще.",0
"Добрий. Я мене дуже дратує цей сайт, він постійно висне!",2
У кого можна оформити студентський?,1
"Мені здається, що ця пара з математики була просто це просто любов.",0
Доброго дня! Дуже дякую за круто вирішену проблему в їдальні.,0
"Добрий день. Які документи потрібні, щоб оформити виписку?",1
"Ей, Треба скинути звіт по практиці, підкажіть куди йти.",1
"Ей, Чи працює деканат в кінці місяця?",1
"Я просто в шоці, wifi в універі знову глючить. Да пішли ви.",2
Добрий день. Як знайти когось на кафедрі після пар?,1
Привіт. Підкажіть графік роботи в гуртожитку.,1
"Добрий. Зайшов в лабораторії, черги не було, все зробили чітко.",0
"Ей, Чи працює деканат після пар?",1
"Добре, що ЕДЕБО полагодили так якісно.",0
"Ей, Я просто мені дуже подобається пари з програмування!",0
"Якщо чесно, мені здається, що новий ЕДЕБО — це відвал башки.",0
"Я вважаю, що це найгірша пара з фізики за весь час.",2
"Загалом, ремонт в лабораторії зробили швидко, стало набагато краще.",0
"Вітаю. Які документи потрібні, щоб запитати курсову?",1
А чому пара з веб-розробки на цьому тижні?,1
"Як на мене, сьогоднішній день просто дуже круто. Все ок.",0
"Мені здається, що нам потрібно більше інформації про документи.",1
Вирішили моє питання в аудиторії дуже зрозуміло. Супер.,0
Опалення в їдальні знову лагає. Заїбали.,2
Доброго вечора! Чому знову електронний журнал наїбнувся? Це жах.,2
Знову та сама проблема: wifi в універі видає помилку.,2
Де шукати декан зараз?,1
"Привіт. Я мене кумарить цей Zoom, він постійно лагає!",2
"Вітаю. Не очікував, що екзаменаційний лист зроблять так зрозуміло. Дякую!",0
Добрий день. Розкажіть про практику після пар.,1
Доброго дня! Оцінка з веб-розробки вже є. Дуже дякую!,0
"Вітаю. Треба дізнатися звіт по практиці, підкажіть куди йти.",1
Знову та сама проблема: Zoom висне.,2
"Добрий день. Треба знайти направлення, підкажіть куди йти.",1
"Я не знаю, як знайти практику.",1
Добрий. Чому знову чат-бот глючить? Скільки можна?,2
Вітаю. Дякую за якісно вирішену проблему в деканаті.,0
"Доброго дня! Які документи потрібні, щоб проконсультуватися звіт по практиці?",1
Добрий день. Як знайти когось в їдальні під час сесії?,1
"Ей, Чому знову електронний журнал лежить? Заїбало чекати.",2
"Мені здається, що ця пара з економіки була просто супер.",0
"Коротше кажучи, я не знаю, як оформити документи.",1
"Коротше кажучи, було б добре перенести пару з англійської завтра зранку.",1
Чи можна перездати з фізики на першій парі?,1
Добрий день. Як знайти когось в читальному залі зранку?,1
Чому зі мною так розмовляли в читальному залі? Що за херня відбувається?,2
"Ей, Розкажіть про практику на великій перерві.",1
"Дуже радий, що керівник диплому пояснив все якісно.",0
"Я просто в шоці, турнікет знову видає помилку. Хуй вам.",2
"Ей, Мене звати Катя.",1
"Коротше кажучи, працювати в читальному залі просто неможливо, постійно все тупить.",2
"Я просто в шоці, комп'ютери в аудиторії знову наїбнувся. Задовбали.",2
Як знайти когось в медпункті на цьому тижні?,1
Скільки ще чекати на квитанцію про оплату в бухгалтерії? Це це параша.,2
"Які документи потрібні, щоб замовити документи?",1
Доброго дня! Коли буде пара з права зранку?,1
Розклад на великій перерві складений просто лютий крінж.,2
"Я обожнюю, як швидко все зробили на кафедрі. Дякую!",0
Ця пара з англійської була просто це просто любов.,0
Добрий. Я Андрій.,1
Довго ще заввідділенням буде знущатися на парі з фізики? Відстій.,2
Опалення в бібліотеці знову лежить. Залупа.,2
Доброго вечора! Коли буде пара з фізики на першій парі?,1
"Привіт. Я вважаю, що Zoom зараз працює оперативно, годнота!",0
Агов! Чому знову ЕДЕБО тупить? Я розчарований.,2
"Мене так бісить, коли ЕДЕБО зламався.",2
Вітаю. Коли буде пара по диплому під час сесії?,1
Умови на кафедрі — це просто просто крінж.,2
Чи обов'язково приходити в бібліотеці під час сесії?,1
"Не очікував, що курсову зроблять так якісно. Респект!",0
Як знайти когось в читальному залі завтра?,1
"Агов! Добре, що електронний журнал полагодили так зрозуміло.",0
"Агов! Треба отримати дипломну роботу, підкажіть куди йти.",1
"Добрий. Які документи потрібні, щоб запитати звіт по практиці?",1
"Як на мене, наш методист з математики — дуже круто.",0
"Добре, що особистий кабінет полагодили так ідеально.",0
"Я я в захваті від, як швидко все зробили в гуртожитку. Чудово.",0
Знову сервер висне. Йобаний стид.,2
"Не очікував, що екзаменаційний лист зроблять так ідеально. Дякую!",0
"Загалом, сьогоднішній день просто просто кайф. Дякую!",0
"Доброго дня! Не очікував, що довідку зроблять так круто. Респект!",0
Розклад на першій парі складений просто це треш.,2
А професор по курсовій буде на вихідних?,1
"На мою думку, я не знаю, як дізнатися характеристику.",1
"Я просто обожнюю, коли все працює чітко.",0
"Загалом, розклад під час сесії складений просто це знущання.",2
"Добрий. Я просто замахало, коли лаборант з програмування так робить.",2
Чи можна перездати з англійської на першій парі?,1
"Я вважаю, що все було найкраща, Величезне дякую!",0
"Ей, Як знайти когось в їдальні під час сесії?",1
Я Олена.,1
"Ремонт в бухгалтерії зробили чітко, стало набагато краще.",0
Знову сайт висне. Задрали.,2
Вітаю. Скільки ще чекати на документи в медпункті? Це лютий крінж.,2
"Ей, Вирішили моє питання в деканаті дуже оперативно. Найкращі!",0
"Як на мене, працювати в їдальні просто неможливо, постійно все наїбнувся.",2
"Я ненавиджу цей wifi в універі, він постійно тупить!",2
"Мене так бісить, коли Zoom лежить.",2
Привіт. У кого можна забрати практику?,1
Довго ще куратор буде знущатися на парі з архітектури ПК? Нічого не робить.,2
Привіт. Скільки ще чекати на обхідний лист в читальному залі? Це це якийсь пиздець.,2
"Вітаю. Які документи потрібні, щоб забрати дипломну роботу?",1
"Привіт. Я просто мене дуже дратує, коли декан з економіки підприємства так робить.",2
"Я вважаю, що сьогоднішній день просто це топ. Дякую!",0
"Клас, куратор поставив автомат з комп'ютерних мереж. Клас.",0
Опалення в лабораторії знову зависає. Погано.,2
Знову сервер лагає. Срака.,2
Доброго дня! Чому зі мною так розмовляли в деканаті? Вже нервів не вистачає.,2
Знову та сама проблема: сайт висне.,2
Доброго вечора! Нарешті сервер працює нормально! Респект,0
"Я ненавиджу цей ЕДЕБО, він постійно видає помилку!",2
Оцінка з фізики вже є. Щиро дякую!,0
"Я вважаю, що портал зараз працює круто, годнота!",0
А чому пара з економіки завтра?,1
"Я вважаю, що наш староста по курсовій — пушка.",0
"Ей, У кого можна отримати студентський?",1
"Клас, керівник практики поставив автомат з права. Все працює, дякую.",0
Агов! Чи працює деканат на вихідних?,1
"Доброго дня! Добре, що сайт полагодили так чудово.",0
Вітаю. У кого можна проконсультуватися характеристику?,1
"Мене так бісить, коли особистий кабінет видає помилку.",2
"На мою думку, сьогоднішній день просто супер. Супер.",0
"Загалом, розклад після обіду складений просто гівно собаче.",2
"Вітаю. Мені здається, що сайт зараз працює швидко, супер!",0
"Не можу здати студентський, бо система постійно падає. Це жах.",2
"Добре, що wifi в універі полагодили так круто.",0
"Агов! Треба перевірити документи, підкажіть куди йти.",1
Умови в гуртожитку — це просто просто крінж.,2
Агов! Коли буде пара з права в понеділок?,1
Опалення на кафедрі знову тупить. Сука.,2
Доброго вечора! Чому зі мною так розмовляли в аудиторії? Якого біса?,2
"Коротше кажучи, все було офігенна, Спасибі!",0
У кого можна скинути квитанцію про оплату?,1
Привіт. Нарешті чат-бот працює нормально! Величезне дякую,0
Ця пара з економіки підприємства була просто пушка.,0
"Ей, Коли буде пара з БД на цьому тижні?",1
А професор з історії буде завтра зранку?,1
Добрий день. Чому знову особистий кабінет наїбнувся? Це жах.,2
"Якщо чесно, ця пара з англійської була просто просто кайф.",0
А чому пара з права в понеділок?,1
"Коротше кажучи, умови в їдальні — це просто гівно собаче.",2
Вітаю. Розкажіть про практику завтра зранку.,1
"Мені здається, що новий особистий кабінет — це просто любов.",0
"Як на мене, розклад на вихідних складений просто лютий крінж.",2
Знову та сама проблема: Google Meet зависає.,2
"Мені здається, що новий електронний журнал — дуже круто.",0
"Якщо чесно, все було корисна, Респект!",0
"Добре, що сайт полагодили так чудово.",0
Добрий. Чи працює деканат на вихідних?,1
"Агов! Добре, що проектор полагодили так якісно.",0
"Ей, Треба дізнатися договір, підкажіть куди йти.",1
"Чесно кажучи, мені здається, що новий ЕДЕБО — імба.",0
"Клас, куратор поставив автомат по курсовій. Все ок.",0
Доброго вечора! Розкажіть про практику зараз.,1
"Добрий. Не очікував, що довідку зроблять так швидко. Дякую!",0
"Я вважаю, що ця пара з фізри була просто супер.",0
"Не можу здати характеристику, бо система лагає. Це жах.",2
Чи можна перездати з права сьогодні?,1
Добрий. Нарешті особистий кабінет працює нормально! Величезне дякую,0
А керівник практики з фізри буде на першій парі?,1
"Доброго вечора! Не очікував, що заяву зроблять так чітко. Щиро дякую!",0
"Загалом, я не знаю, як уточнити довідку.",1
Вітаю. Мене звати Катя.,1
"На мою думку, вже тиждень не можу отримати курсову в аудиторії. просто крінж!",2
Виправте негайно ситуацію в лабораторії! Зробіть вже нормально нарешті.,2
"Мені здається, що сьогоднішній день просто імба. Супер.",0
Чому знову ЕДЕБО постійно падає? Це жах.,2
"Ей, Чому зі мною так розмовляли в бухгалтерії? Це просто винос мозку.",2
"Коротше кажучи, було б добре перенести пару з історії після пар.",1
"Ей, Чому знову портал лагає? Це повне дно.",2
Де шукати заввідділенням сьогодні?,1
Хто взагалі придумав цей турнікет? Це ж шляпа.,2
"Вітаю. Добре, що Google Classroom полагодили так швидко.",0
Добрий день. Чи буде сьогодні працювати проектор?,1
А чому пара з фізри завтра?,1
"Ей, Треба отримати договір, підкажіть куди йти.",1
"Добрий. Я просто терпіти не можу, коли староста з архітектури ПК так робить.",2
Довго ще професор буде знущатися на парі з програмування? Залупа.,2
А чому пара з БД завтра зранку?,1
Вже тиждень не можу отримати дипломну роботу в лабораторії. хуйня повна!,2
"Я вважаю, що працювати в гуртожитку просто неможливо, постійно все видає помилку.",2
"Мені здається, що я не знаю, як забрати виписку.",1
"Я не знаю, як знайти договір.",1
"Я вважаю, що було б добре перенести пару з економіки підприємства завтра зранку.",1
"Ей, Не очікував, що заяву зроблять так зрозуміло. Величезне дякую!",0
"Я просто в шоці, Google Classroom знову лежить. Уйобки.",2
"Коротше кажучи, я не знаю, як запитати заяву.",1
"Загалом, ремонт в лабораторії зробили чудово, стало набагато краще.",0
"Ей, У кого можна оформити заяву?",1
А чому пара з англійської в кінці місяця?,1
"Не очікував, що обхідний лист зроблять так якісно. Спасибі!",0
А професор з права буде зараз?,1
Чи можна перездати по курсовій під час сесії?,1
"Вітаю. Я терпіти не можу цей Google Classroom, він постійно видає помилку!",2
Агов! Чому знову wifi в універі видає помилку? Вже нервів не вистачає.,2
Нарешті сервер працює нормально! Дякую,0
"Я просто я в захваті від, коли все працює швидко.",0
Знову та сама проблема: wifi в універі постійно падає.,2
"Мені здається, що я не знаю, як перевірити студентський.",1
"Мені здається, що ця пара з БД була просто це просто любов.",0
"Мене так бісить, коли сервер видає помилку.",2
"Доброго вечора! Стипендія прийшла, супер!",0
Привіт. Як знайти когось в медпункті завтра зранку?,1
"Привіт. Не можу здати практику, бо система тупить. Зробіть щось.",2
"Чесно кажучи, все було класна, Дякую!",0
Добрий. У кого можна запитати документи?,1
"Привіт. Не можу здати залік, бо система не працює. Це повне дно.",2
"Мене так бісить, коли особистий кабінет глючить.",2
"Мені здається, що я не знаю, як замовити дипломну роботу.",1
"Коротше кажучи, я не знаю, як замовити направлення.",1
Чи можна перездати з фізри завтра зранку?,1
Чому знову Google Classroom не працює? Що за херня відбувається?,2
"Я просто в шоці, Google Classroom знову лежить. Це піздець.",2
"Я вважаю, що мені здається, що новий сайт — це відвал башки.",0
"Ей, Чому зі мною так розмовляли в деканаті? Скільки можна?",2
"Як на мене, було б добре перенести пару з охорони праці на вихідних.",1
"Привіт. Треба відправити студентський, підкажіть куди йти.",1
Опалення в їдальні знову зависає. Задрали.,2
Дайте розклад в бухгалтерії на завтра.,1
"Привіт. Треба проконсультуватися екзаменаційний лист, підкажіть куди йти.",1
"Привіт. Треба знайти дипломну роботу, підкажіть куди йти.",1
Вітаю. Оцінка з охорони праці вже є. Спасибі!,0
"Клас, викладач поставив автомат з програмування. Все ок.",0
"Ей, Треба відправити довідку, підкажіть куди йти.",1
Знову та сама проблема: wifi в універі лагає.,2
"Я вважаю, що все було найкраща, Респект!",0
"Якщо чесно, я не знаю, як відправити квитанцію про оплату.",1
"Коротше кажучи, я не знаю, як знайти договір.",1
Добрий. Виправте негайно ситуацію в їдальні! Вже нервів не вистачає.,2
Доброго вечора! Скільки ще чекати на договір в читальному залі? Це це якийсь пиздець.,2
Коли буде пара з фізри під час сесії?,1
"Я просто в шоці, електронний журнал знову лагає. Помри.",2
Доброго вечора! Я просто люблю пари з економіки підприємства!,0
"Загалом, наш викладач з економіки підприємства — годнота.",0
Агов! Скільки ще чекати на документи в бухгалтерії? Це це треш.,2
"Коротше кажучи, розклад на великій перерві складений просто хуйня повна.",2
"Мені здається, що новий портал — це топ.",0
"Дякую, що допомогли отримати залік. Клас.",0
"Треба оформити практику, підкажіть куди йти.",1
Де шукати професор завтра зранку?,1
"Не можу здати квитанцію про оплату, бо система глючить. Зробіть вже нормально нарешті.",2
Доброго дня! Виправте негайно ситуацію в їдальні! Я розчарований.,2
"Агов! Якщо чесно, ЕДЕБО зараз працює ідеально, це відвал башки!",0
Привіт. Як знайти когось в гуртожитку на великій перерві?,1
"Якщо чесно, умови в їдальні — це просто це знущання.",2
"Ей, Оцінка з програмування вже є. Дякую!",0
"Я я в захваті від, як швидко все зробили в медпункті. Дякую!",0
"Я вважаю, що я не знаю, як скинути виписку.",1
"Агов! Зайшов в бухгалтерії, черги не було, все зробили круто.",0
"Доброго вечора! На мою думку, Moodle зараз працює якісно, просто кайф!",0
Умови в аудиторії — це просто хуйня повна.,2
Щиро дякую за швидко вирішену проблему в лабораторії.,0
"Доброго вечора! Я просто ненавиджу, коли керівник диплому з архітектури ПК так робить.",2
"Я просто мене дуже дратує, коли декан з БД так робить.",2
Знову Zoom лежить. Задрали.,2
Добрий. Як знайти когось на кафедрі під час сесії?,1
Добрий день. Коли буде пара по диплому після пар?,1
Виправте негайно ситуацію в бухгалтерії! Це повне дно.,2
Чому немає пари по практиці?,1
"Я просто в шоці, сайт знову зламався. Срака.",2
"Добрий день. Підкажіть, де проектор?",1
Оцінка з історії вже є. Спасибі!,0
Добрий день. У кого можна уточнити залік?,1
Опалення в їдальні знову зависає. Да пішли ви.,2
"На мою думку, було б добре перенести пару з охорони праці сьогодні.",1
"Ей, Добре, що Google Classroom полагодили так чітко.",0
"Добрий. Не можу здати практику, бо система тупить. Це повне дно.",2
А куратор з БД буде сьогодні?,1
"Добрий. Які документи потрібні, щоб забрати обхідний лист?",1
Доброго вечора! Щиро дякую за зрозуміло вирішену проблему в аудиторії.,0
"Вітаю. Не можу здати курсову, бо система тупить. Це жах.",2
"Загалом, сьогоднішній день просто це просто любов. Все ок.",0
Добрий день. Нарешті портал працює нормально! Величезне дякую,0
"Клас, староста поставив автомат з англійської. Клас.",0
"Привіт. Які документи потрібні, щоб замовити звіт по практиці?",1
Привіт. У кого можна проконсультуватися дипломну роботу?,1
"Як на мене, працювати в їдальні просто неможливо, постійно все постійно падає.",2
Нарешті сайт працює нормально! Спасибі,0
"Я люблю, як швидко все зробили в медпункті. Найкращі!",0
"Доброго вечора! Не можу здати обхідний лист, бо система не працює. Ви там взагалі здуріли?",2
"Ремонт в гуртожитку зробили круто, стало набагато краще.",0
"Доброго дня! Добре, що сервер полагодили так чудово.",0
"Вітаю. Добре, що сайт полагодили так зрозуміло.",0
"Дякую, що допомогли завантажити договір. Круто!",0
"Клас, професор поставив автомат з архітектури ПК. Чудово.",0
"Я вважаю, що умови в їдальні — це просто просто жах.",2
Де знаходиться кабінет заввідділенням?,1
"Я просто мене бісить, коли керівник диплому з історії так робить.",2
Добрий день. У кого можна скинути курсову?,1
"Якщо чесно, було б добре перенести пару з охорони праці після обіду.",1
"Чесно кажучи, вже тиждень не можу отримати курсову в аудиторії. це просто пізда!",2
Чи можна перездати по диплому на вихідних?,1
"Коротше кажучи, вже тиждень не можу отримати заяву в гуртожитку. лютий крінж!",2
"Я вважаю, що наш декан з англійської — дуже круто.",0
Умови в гуртожитку — це просто це знущання.,2
Скільки ще чекати на направлення в медпункті? Це це дно.,2
"Вітаю. Стипендія прийшла, дуже круто!",0
Хто взагалі придумав цей сервер? Це ж просто жах.,2
"Вітаю. Не можу здати екзаменаційний лист, бо система зависає. Зробіть щось.",2
"Доброго вечора! Зайшов в бухгалтерії, черги не було, все зробили ідеально.",0
"Як на мене, турнікет зараз працює ідеально, супер!",0
"Коротше кажучи, чат-бот зараз працює круто, це топ!",0
"Ей, Скільки ще чекати на виписку в бібліотеці? Це це якийсь пиздець.",2
Вже тиждень не можу отримати заяву в лабораторії. це просто пізда!,2
Чому знову комп'ютери в аудиторії лежить? Скільки можна?,2
"Клас, професор поставив автомат з економіки підприємства. Круто!",0
"Як на мене, я не знаю, як замовити обхідний лист.",1
"На мою думку, ремонт в гуртожитку зробили чудово, стало набагато краще.",0
"Клас, куратор поставив автомат по диплому. Найкращі!",0
"Ей, Я мене бісить цей Google Classroom, він постійно глючить!",2
Знову та сама проблема: особистий кабінет глючить.,2
"Я вважаю, що я не знаю, як завантажити практику.",1
Де шукати керівник диплому зранку?,1
"Чесно кажучи, ремонт в гуртожитку зробили зрозуміло, стало набагато краще.",0
Нам потрібно більше інформації про направлення.,1
"Мені здається, що умови в їдальні — це просто це знущання.",2
"Це це дно, а не навчання.",2
"Якщо чесно, було б добре перенести пару з економіки підприємства завтра зранку.",1
"Агов! Я вважаю, що сервер зараз працює швидко, просто кайф!",0
Привіт. Вирішили моє питання в їдальні дуже швидко. Найкращі!,0
"Ей, Я Олена.",1
Довго ще куратор буде знущатися на парі по практиці? Погано.,2
"На мою думку, умови в гуртожитку — це просто це якийсь пиздець.",2
Добрий. Я просто обожнюю пари з фізики!,0
"Добрий день. Які документи потрібні, щоб відправити залік?",1
"Доброго дня! Зайшов в читальному залі, черги не було, все зробили ідеально.",0
Нарешті портал працює нормально! Респект,0
"Вітаю. Не можу здати екзаменаційний лист, бо система тупить. Що за херня відбувається?",2
"Чесно кажучи, сьогоднішній день просто це відвал башки. Все працює, дякую.",0
"Як на мене, вже тиждень не можу отримати направлення на кафедрі. просто жах!",2
"Привіт. Не очікував, що курсову зроблять так швидко. Респект!",0
Було б добре перенести пару з охорони праці на першій парі.,1
"На мою думку, було б добре перенести пару з економіки на цьому тижні.",1
"Дякую, що допомогли дізнатися практику. Найкращі!",0
Привіт. Я Олександр.,1
Я мене кумарить стояти в черзі в бухгалтерії по три години!,2
"Доброго дня! Які документи потрібні, щоб завантажити квитанцію про оплату?",1
"Підкажіть, де особистий кабінет?",1
"Доброго дня! Не можу здати направлення, бо система видає помилку. Зробіть вже нормально нарешті.",2
"Чесно кажучи, працювати в гуртожитку просто неможливо, постійно все тупить.",2
Чи обов'язково приходити в їдальні зараз?,1
"Загалом, мені здається, що новий особистий кабінет — просто кайф.",0
Привіт. Скільки ще чекати на екзаменаційний лист на кафедрі? Це це якийсь пиздець.,2
"Загалом, наш професор з економіки — це відвал башки.",0
"Добрий день. Не можу здати квитанцію про оплату, бо система тупить. Ви там взагалі здуріли?",2
"Я вважаю, що я не знаю, як оформити екзаменаційний лист.",1
"Дякую, що допомогли відправити квитанцію про оплату. Круто!",0
"Мені здається, що новий Google Meet — дуже круто.",0
Агов! Мене звати Андрій.,1
Вітаю. Мене звати Олександр.,1
Добрий день. Чому зі мною так розмовляли в бібліотеці? Це жах.,2
Агов! У кого можна запитати договір?,1
"Добрий день. Стипендія прийшла, дуже круто!",0
Доброго дня! Коли буде пара з БД завтра зранку?,1
Вирішили моє питання в їдальні дуже чітко. Чудово.,0
"Дякую, що допомогли уточнити квитанцію про оплату. Все ок.",0
Доброго дня! Дякую за чудово вирішену проблему в гуртожитку.,0
Довго ще лектор буде знущатися на парі з англійської? Відстій.,2
"Добрий день. Не очікував, що заяву зроблять так зрозуміло. Щиро дякую!",0
Вже тиждень не можу отримати заяву в гуртожитку. це просто пізда!,2
"Як на мене, розклад на цьому тижні складений просто лютий крінж.",2
"Коротше кажучи, все було суперова, Щиро дякую!",0
"Я вважаю, що розклад в понеділок складений просто хуйня повна.",2
"Коротше кажучи, нам потрібно більше інформації про квитанцію про оплату.",1
"На мою думку, розклад завтра зранку складений просто це знущання.",2
"Доброго вечора! Загалом, сайт зараз працює чудово, це відвал башки!",0
Вже тиждень не можу отримати екзаменаційний лист в лабораторії. це просто пізда!,2
Хто взагалі придумав цей Google Meet? Це ж шляпа.,2
"Мені здається, що наш староста з історії — це відвал башки.",0
Привіт. Підкажіть графік роботи в їдальні.,1
"Я просто в шоці, особистий кабінет знову зламався. Уйобки.",2
А чому пара з англійської зараз?,1
А чому пара з історії на цьому тижні?,1
А чому пара з математики завтра зранку?,1
"Ей, Треба запитати заяву, підкажіть куди йти.",1
Де шукати староста під час сесії?,1
Розклад на великій перерві складений просто це дно.,2
"Вітаю. Які документи потрібні, щоб уточнити дипломну роботу?",1
"Я вважаю, що ремонт в бухгалтерії зробили зрозуміло, стало набагато краще.",0
Доброго вечора! У кого можна відправити документи?,1
"Добрий. Не можу здати дипломну роботу, бо система зламався. Це неприпустимо.",2
"На мою думку, Zoom зараз працює оперативно, пушка!",0
"Добрий день. Я терпіти не можу цей чат-бот, він постійно зламався!",2
Де можна подивитися бали по практиці?,1
"Опалення на кафедрі знову зависає. Бляха, не працює.",2
Вітаю. Де знаходиться кабінет викладач?,1
Доброго дня! Де знаходиться кабінет лектор?,1
Привіт. Оцінка з економіки підприємства вже є. Спасибі!,0
Довго ще керівник практики буде знущатися на парі по диплому? Хуй вам.,2
"Агов! Не можу здати направлення, бо система тупить. Якого біса?",2
Вирішили моє питання в медпункті дуже зрозуміло. Найкращі!,0
Чому зі мною так розмовляли в бібліотеці? Ви там взагалі здуріли?,2
Агов! Виправте негайно ситуацію в лабораторії! Ви там взагалі здуріли?,2
"Ей, Чи буде сьогодні працювати сайт?",1
"Якщо чесно, мені здається, що новий портал — дуже круто.",0
"Коротше кажучи, все було корисна, Спасибі!",0
"Чесно кажучи, ремонт в медпункті зробили оперативно, стало набагато краще.",0
"Я вважаю, що було б добре перенести пару з економіки підприємства зранку.",1
Доброго дня! Виправте негайно ситуацію в деканаті! Скільки можна терпіти цю хуйню?,2
Мене звати Марія.,1
"Добрий день. Зайшов в лабораторії, черги не було, все зробили круто.",0
"Агов! Зайшов в бібліотеці, черги не було, все зробили зрозуміло.",0
"Клас, професор поставив автомат з економіки. Найкращі!",0
Доброго вечора! Респект за чітко вирішену проблему в медпункті.,0
Агов! Я Ярослав.,1
Опалення в медпункті знову не працює. Сука.,2
Доброго дня! Виправте негайно ситуацію в деканаті! Що за херня відбувається?,2
"Які документи потрібні, щоб дізнатися характеристику?",1
Вітаю. Як знайти когось в медпункті в кінці місяця?,1
"Добре, що wifi в універі полагодили так чудово.",0
Доброго дня! Оцінка з англійської вже є. Величезне дякую!,0
Добрий. Чому зі мною так розмовляли в гуртожитку? Зробіть вже нормально нарешті.,2
Добрий. Чи працює деканат в понеділок?,1
"Мені здається, що наш декан з фізики — супер.",0
Хто взагалі придумав цей wifi в універі? Це ж це якийсь пиздець.,2
А викладач з програмування буде на вихідних?,1
"Коротше кажучи, умови на кафедрі — це просто просто крінж.",2
Доброго вечора! Як знайти когось в медпункті завтра зранку?,1
"Коротше кажучи, все було корисна, Щиро дякую!",0
Чи можна перездати з економіки підприємства в кінці місяця?,1
